-8.523937e-04 -8.523937e-04 
-4.247795e-03 -4.247795e-03 
-1.016083e-02 -1.016083e-02 
-1.856615e-02 -1.856615e-02 
-2.943794e-02 -2.943794e-02 
-4.274918e-02 -4.274918e-02 
-5.847063e-02 -5.847063e-02 
-7.656967e-02 -7.656967e-02 
-9.700880e-02 -9.700880e-02 
-1.197441e-01 -1.197441e-01 
-1.447233e-01 -1.447233e-01 
-1.718843e-01 -1.718843e-01 
-2.011524e-01 -2.011524e-01 
-2.324390e-01 -2.324390e-01 
-2.656393e-01 -2.656393e-01 
-3.006299e-01 -3.006299e-01 
-3.372675e-01 -3.372675e-01 
-3.753869e-01 -3.753869e-01 
-4.147994e-01 -4.147994e-01 
-4.552922e-01 -4.552922e-01 
-4.966276e-01 -4.966276e-01 
-5.385431e-01 -5.385431e-01 
-5.807521e-01 -5.807521e-01 
-6.229455e-01 -6.229455e-01 
-6.647937e-01 -6.647937e-01 
-7.059505e-01 -7.059505e-01 
-7.460566e-01 -7.460566e-01 
-7.847450e-01 -7.847450e-01 
-8.216470e-01 -8.216470e-01 
-8.563987e-01 -8.563987e-01 
-8.886483e-01 -8.886483e-01 
-9.180635e-01 -9.180635e-01 
-9.443397e-01 -9.443397e-01 
-9.672070e-01 -9.672070e-01 
-9.864374e-01 -9.864374e-01 
-1.001851e+00 -1.001851e+00 
-1.013321e+00 -1.013321e+00 
-1.020777e+00 -1.020777e+00 
-1.024208e+00 -1.024208e+00 
-1.023663e+00 -1.023663e+00 
-1.019247e+00 -1.019247e+00 
-1.011124e+00 -1.011124e+00 
-9.995039e-01 -9.995039e-01 
-9.846449e-01 -9.846449e-01 
-9.668419e-01 -9.668419e-01 
-9.464203e-01 -9.464203e-01 
-9.237281e-01 -9.237281e-01 
-8.991275e-01 -8.991275e-01 
-8.729878e-01 -8.729878e-01 
-8.456773e-01 -8.456773e-01 
-8.175575e-01 -8.175575e-01 
-7.889773e-01 -7.889773e-01 
-7.602680e-01 -7.602680e-01 
-7.317403e-01 -7.317403e-01 
-7.036812e-01 -7.036812e-01 
-6.763523e-01 -6.763523e-01 
-6.499893e-01 -6.499893e-01 
-6.248018e-01 -6.248018e-01 
-6.009734e-01 -6.009734e-01 
-5.786632e-01 -5.786632e-01 
-5.580070e-01 -5.580070e-01 
-5.391186e-01 -5.391186e-01 
-5.220922e-01 -5.220922e-01 
-5.070035e-01 -5.070035e-01 
-4.939119e-01 -4.939119e-01 
-4.828621e-01 -4.828621e-01 
-4.738856e-01 -4.738856e-01 
-4.670022e-01 -4.670022e-01 
-4.622210e-01 -4.622210e-01 
-4.595417e-01 -4.595417e-01 
-4.589554e-01 -4.589554e-01 
-4.604445e-01 -4.604445e-01 
-4.639842e-01 -4.639842e-01 
-4.695415e-01 -4.695415e-01 
-4.770760e-01 -4.770760e-01 
-4.865395e-01 -4.865395e-01 
-4.978752e-01 -4.978752e-01 
-5.110181e-01 -5.110181e-01 
-5.258935e-01 -5.258935e-01 
-5.424171e-01 -5.424171e-01 
-5.604939e-01 -5.604939e-01 
-5.800180e-01 -5.800180e-01 
-6.008713e-01 -6.008713e-01 
-6.229237e-01 -6.229237e-01 
-6.460322e-01 -6.460322e-01 
-6.700413e-01 -6.700413e-01 
-6.947823e-01 -6.947823e-01 
-7.200743e-01 -7.200743e-01 
-7.457246e-01 -7.457246e-01 
-7.715299e-01 -7.715299e-01 
-7.972776e-01 -7.972776e-01 
-8.227477e-01 -8.227477e-01 
-8.477154e-01 -8.477154e-01 
-8.719532e-01 -8.719532e-01 
-8.952349e-01 -8.952349e-01 
-9.173380e-01 -9.173380e-01 
-9.380481e-01 -9.380481e-01 
-9.571626e-01 -9.571626e-01 
-9.744941e-01 -9.744941e-01 
-9.898748e-01 -9.898748e-01 
-1.003159e+00 -1.003159e+00 
-1.014228e+00 -1.014228e+00 
-1.022991e+00 -1.022991e+00 
-1.029388e+00 -1.029388e+00 
-1.033391e+00 -1.033391e+00 
-1.035004e+00 -1.035004e+00 
-1.034265e+00 -1.034265e+00 
-1.031241e+00 -1.031241e+00 
-1.026030e+00 -1.026030e+00 
-1.018759e+00 -1.018759e+00 
-1.009576e+00 -1.009576e+00 
-9.986514e-01 -9.986514e-01 
-9.861730e-01 -9.861730e-01 
-9.723410e-01 -9.723410e-01 
-9.573650e-01 -9.573650e-01 
-9.414599e-01 -9.414599e-01 
-9.248418e-01 -9.248418e-01 
-9.077254e-01 -9.077254e-01 
-8.903202e-01 -8.903202e-01 
-8.728282e-01 -8.728282e-01 
-8.554419e-01 -8.554419e-01 
-8.383424e-01 -8.383424e-01 
-8.216979e-01 -8.216979e-01 
-8.056634e-01 -8.056634e-01 
-7.903795e-01 -7.903795e-01 
-7.759724e-01 -7.759724e-01 
-7.625542e-01 -7.625542e-01 
-7.502229e-01 -7.502229e-01 
-7.390629e-01 -7.390629e-01 
-7.291454e-01 -7.291454e-01 
-7.205292e-01 -7.205292e-01 
-7.132612e-01 -7.132612e-01 
-7.073769e-01 -7.073769e-01 
-7.029013e-01 -7.029013e-01 
