2.500000e-01 2.500000e-01 
2.499982e-01 2.499982e-01 
2.499848e-01 2.499848e-01 
2.499409e-01 2.499409e-01 
2.498382e-01 2.498382e-01 
2.496398e-01 2.496398e-01 
2.493004e-01 2.493004e-01 
2.487667e-01 2.487667e-01 
2.479779e-01 2.479779e-01 
2.468666e-01 2.468666e-01 
2.453594e-01 2.453594e-01 
2.433779e-01 2.433779e-01 
2.408405e-01 2.408405e-01 
2.376638e-01 2.376638e-01 
2.337646e-01 2.337646e-01 
2.290628e-01 2.290628e-01 
2.234838e-01 2.234838e-01 
2.169619e-01 2.169619e-01 
2.094442e-01 2.094442e-01 
2.008941e-01 2.008941e-01 
1.912953e-01 1.912953e-01 
1.806560e-01 1.806560e-01 
1.690126e-01 1.690126e-01 
1.564326e-01 1.564326e-01 
1.430175e-01 1.430175e-01 
1.289039e-01 1.289039e-01 
1.142639e-01 1.142639e-01 
9.930297e-02 9.930297e-02 
8.425711e-02 8.425711e-02 
6.938731e-02 6.938731e-02 
5.497245e-02 5.497245e-02 
4.130046e-02 4.130046e-02 
2.865812e-02 2.865812e-02 
1.731991e-02 1.731991e-02 
7.536745e-03 7.536745e-03 
-4.749584e-04 -4.749584e-04 
-6.542975e-03 -6.542975e-03 
-1.054709e-02 -1.054709e-02 
-1.242444e-02 -1.242444e-02 
-1.217204e-02 -1.217204e-02 
-9.846151e-03 -9.846151e-03 
-5.558749e-03 -5.558749e-03 
5.287876e-04 5.287876e-04 
8.214163e-03 8.214163e-03 
1.726421e-02 1.726421e-02 
2.742579e-02 2.742579e-02 
3.843670e-02 3.843670e-02 
5.003605e-02 5.003605e-02 
6.197350e-02 6.197350e-02 
7.401679e-02 7.401679e-02 
8.595763e-02 8.595763e-02 
9.761556e-02 9.761556e-02 
1.088400e-01 1.088400e-01 
1.195109e-01 1.195109e-01 
1.295373e-01 1.295373e-01 
1.388558e-01 1.388558e-01 
1.474274e-01 1.474274e-01 
1.552341e-01 1.552341e-01 
1.622757e-01 1.622757e-01 
1.685657e-01 1.685657e-01 
1.741282e-01 1.741282e-01 
1.789945e-01 1.789945e-01 
1.832005e-01 1.832005e-01 
1.867840e-01 1.867840e-01 
1.897825e-01 1.897825e-01 
1.922320e-01 1.922320e-01 
